datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude
10/11/2008 19:00,dover,md,us,sphere,7200,2 hours?,freinds and familes see UFO,10/31/2008,39.5122222,-76.7697222
10/11/2009 04:00,crisfield,md,us,light,600,5 to 10 min,A bright light moving across the sky getting closer stopped on a dime got brighter and took off with no sounds at all,12/12/2009,37.9833333,-75.8541667
10/11/2012 19:30,arbutus,md,us,light,300,5 minutes,Moving star and strange man,10/30/2012,39.2544444,-76.7002778
10/1/1979 19:00,columbia,md,us,rectangle,120,2 minutes,Large&#44 low-flying&#44 slow moving&#44 silent black rectangle with no lights,2/4/2013,39.2402778,-76.8397222
10/1/2000 20:00,wheaton,md,us,triangle,300,5 minutes,UFO sighted in Wheaton&#44 MD,10/30/2006,39.0397222,-77.0555556
10/1/2002 09:00,germantown,md,us,cigar,180,3 minutes,me and boyfriend out on the back deck drinking coffee and we see a cigar shaped craft flying overhead....it struck me as odd because it,8/11/2004,39.1730556,-77.2719444
10/1/2006 19:20,monkton,md,us,oval,480,5-8 minutes,7-10 objects&#44 Multicolored Lights&#44 No Noise&#44 Oval Shaped,10/30/2006,39.5786111,-76.6158333
10/1/2013 06:35,bel air,md,us,flash,4,2-4 seconds,Flashing ball that goes out and continues as a black dot at slower speed then a meteor.,10/3/2013,39.5358333,-76.3486111
10/12/2004 07:37,rockville,md,us,light,10,10 sec,it was not a satilite,2/24/2005,39.0838889,-77.1530556
10/12/2012 20:00,cumberland,md,us,light,10,6 to 10 seconds,Stunned to what I seen. Bright. Semi stationary light. Very bright. Seen no form. Just the light.,10/30/2012,39.6527778,-78.7627778
10/13/1990 16:00,rising sun,md,us,sphere,600,10 minutes,These were four brightly luminous objects observed in the broad daylight.  They were lined up in a row-vertically.  They were all spher,5/24/1999,39.6977778,-76.0630556
10/13/2012 01:00,bel air,md,us,light,8,5-8 seconds,Bright white orb traveling fast over Bel Air,10/30/2012,39.5358333,-76.3486111
10/13/2012 10:00,columbia,md,us,triangle,600,10 minute,Driving down Broken Land Parkway heading south&#44 my fianc&eacute;e&#44 his cousin who was visiting from out of town and I noticed a formation of a,10/30/2012,39.2402778,-76.8397222
10/13/2013 19:45,pasadena,md,us,circle,60,1 minute,Orange object with white streaks observed near BWI airport.,10/14/2013,39.1072222,-76.5713889
10/15/1949 20:00,baltimore,md,us,cigar,180,2-3 minutes,It was around 8:PM and I was walking home&#44it was a full moon but something made me lookup&#44 there was no noise&#44 but an object came in fr,3/4/2008,39.2902778,-76.6125
10/15/1975 02:30,rockville,md,us,disk,7200,2 hours at least,Floating abduction out of bed into a silver saucer; US military human beings on board&#44 some kind of head surgery performed.,8/5/2012,39.0838889,-77.1530556
10/15/1975 03:00,rockville,md,us,disk,7200,1-2 hours,Abduction middle of night encounter human atired in US Military Uniforms (Airforce) experience some type of Brain Surgery&#33,12/2/2000,39.0838889,-77.1530556
10/15/1997 21:30,waldorf,md,us,light,420,7 minutes,Three circular lights fuse into one and become an intensly bright beacon,4/27/2004,38.6244444,-76.9394444
10/15/2004 21:12,baltimore,md,us,chevron,15,15 seconds,Chevron sighted off I-95 north of Baltimore MD.,10/27/2004,39.2902778,-76.6125
10/15/2011 02:00,largo,md,us,circle,7200,2 hours,This was some time ago but one night back in October I was in bed and had my window up and I was lay down and look to my  right out my,8/5/2012,38.8975,-76.8305556
10/15/2012 00:15,towson,md,us,circle,1800,30 minutes,Orange fixated circle hung above us (in the dist) as we stargazed then.. disappeared,10/30/2012,39.4013889,-76.6022222
10/15/2012 08:00,hagerstown,md,us,circle,300,5 minutes,Bright orange light with no sound.,12/20/2012,39.6416667,-77.7202778
10/15/2013 15:00,bethesda,md,us,disk,7,7 seconds,Saucer flying low and fast over Betheda/Rockville area in broad daylight.,12/5/2013,38.9805556,-77.1005556
10/16/2003 08:15,stevensville,md,us,light,600,5-10 mins,We see these lights very often at night looking towards the bay just to the right and above the Baltimore area. These whitish orange li,10/31/2003,38.9805556,-76.3147222
10/16/2007 06:55,wheaton,md,us,light,60,<1minute,Moving point of light in vicinity of Wheaton/Glenmont Metro,11/28/2007,39.0397222,-77.0555556
10/17/2012 11:25,ft. meade/bwi,md,NA,unknown,718,11:58,Object above Ft Meade/BWI is fairly stationary with &quot;spidery&quot; white light and looks the same whether viewed from inside or out,10/30/2012,39.177404,-76.668392
10/17/2012 14:00,hagerstown,md,us,disk,4,3-4 seconds,Dark sauser shape object with dome coasting along 40 degree angle up from horizen moving west to east. .,10/30/2012,39.6416667,-77.7202778
10/17/2012 23:30,williamsport,md,us,cigar,7200,2 hours,Hovering cigar shape craft with lights.,10/30/2012,39.6005556,-77.8208333
10/18/2011 06:00,pasadena,md,us,light,2,1-2 seconds,On the morning of 10/18 /11 between 600 &amp; 630 hrs I saw a bright object shoot across the sky.,10/25/2011,39.1072222,-76.5713889
10/18/2012 20:15,wolfsville,md,us,triangle,5,5 seconds,At around  8:15PM eastern time I was outside and all the sudden I heard a really loud noise that sounded almost like a freight train. I,10/30/2012,39.5741667,-77.5508333
10/19/1997 02:00,crofton,md,us,other,7200,approx. 2 hrs.,I heard a strange noise in kitchen.I thought that my cat knocked over the trash bin again.So I whipped my silk rob on&#44 and walked down,1/28/1999,39.0016667,-76.6877778
10/19/2008 17:00,philadelphia/baltimore (between),md,NA,light,3,2-3 seconds,Large ball of bright light shot overhead and disappeared over the trees on the distant horizon.,10/31/2008,39.299166,-76.578899
10/19/2012 18:00,severn,md,us,other,300,3-5 minutes,Three random chunks of car-sized &quot;brown mold&quot; motionless in a clear blue sky near BWI.  ((NUFORC Note:  USAF Acad. Grad.  PD)),10/30/2012,39.1369444,-76.6986111
10/19/2012 19:15,butler,md,us,light,180,3 minutes,3 redish lights spotted in Butler MD at 7:15 pm on 10/19/12,10/30/2012,39.5352778,-76.7283333
10/19/2013 21:11,poolesville,md,us,sphere,3600,1+ hours,2 large spheres of light moving quickly&#44 followed by 4 silent orange lights in L formation an hour later.,10/23/2013,39.1458333,-77.4172222
10/20/1965 15:00,joppatown,md,NA,fireball,120,2 minutes,controled fireball,8/5/2009,39.415,-76.356111
10/20/2006 19:07,hanover,md,us,light,240,3 to 4 minutes,Bright white light moving west to east over central Maryland,10/30/2006,39.1927778,-76.7244444
10/20/2012 18:30,ft. meade,md,NA,formation,900,15 minutes,Dozens of Orange Lights over Fort Meade&#44 Military Base.,10/30/2012,39.11376,-76.726777
10/20/2012 19:00,severn,md,us,circle,300,5 minutes,12 red lights flying,10/30/2012,39.1369444,-76.6986111
10/20/2012 22:30,cumberland,md,us,light,1800,30 minutes,Hovering flashing object with sudden movement,10/30/2012,39.6527778,-78.7627778
10/21/1973 14:30,federalsburg,md,us,disk,300,5 mins.,Saucer spotted in Federalsburg MD,6/10/2010,38.6941667,-75.7725
10/21/1973 17:30,baltimore,md,us,disk,900,15 minutes,Oct 1973 Baltimore&#44 Md  Discw/dome/portholewindows/interiorLight.  Noiseless&#44 hovering&#44 close by&#44 huge,8/28/2002,39.2902778,-76.6125
10/21/1973 18:30,baltimore,md,us,disk,480,8 minutes,&quot;Jupiter Two&quot;-like spacecraft&#44 flew noiselessly&#44 slowly just over the field in our backyard.,4/27/2007,39.2902778,-76.6125
10/21/2007 21:40,hagerstown (near),md,us,flash,5,3-5 seconds,large white flash of light speeding across sky and disappeared within 3-5 seconds,11/28/2007,39.6416667,-77.7202778
10/21/2008 16:54,mt. airy,md,us,light,2,2 seconds,faint light move in a zig zag in the sky and at the end it flashed really bright and disappeared Left a trail in the sky very clear out,10/31/2008,39.3761111,-77.155
10/2/2010 21:00,severn/glen burnie (bwi area),md,NA,triangle,60,1 minute,Triangular shaped craft seen hovering near a highway. Large and did not move.,11/21/2010,39.123684,-76.43317
10/2/2013 06:45,upper marlboro,md,us,circle,2,2 seconds,I was painting my house and was on a step ladder about 6 ft high and saw an orange light that looked like it was rotating vertically.,10/23/2013,38.8158333,-76.75
10/2/2013 22:45,hagerstown,md,us,oval,300,5 minutes,Orange/gold ovular object seen hovering&#44 then shut off lights the second another eye witness came within view.,10/3/2013,39.6416667,-77.7202778
10/24/2000 20:25,street,md,us,oval,30,less then 30 sec,I was standing on my back beck while my dog did his after supper thing&#44 My home is in the flight path of many planes approaching/ exiti,12/2/2000,39.6688889,-76.3797222
10/24/2013 07:10,columbia,md,us,diamond,20,20 seconds,A low diamond shaped flash of light that started blue and turned white like a bright shooting star over Sewells Orchard Pond.,11/11/2013,39.2402778,-76.8397222
10/24/2013 18:30,arnold,md,us,fireball,5,3-5 seconds,Extremely bright ball/circle of yellow-white light surrounded by a red outline streaked across evening sky,11/11/2013,39.0319444,-76.5030556
10/24/2013 19:45,edgewater,md,us,light,60,1 minute,Saw two stationary lights in the southeastern sky for about 1.5 minutes very brilliant light and then faded away.,11/11/2013,38.9569444,-76.5502778
10/25/1996 11:08,laurel,md,us,NA,25,25 sec.,Man&#44 entering Hwy. I-95&#44 sees 2 round objs. hovering motionless in clear sky.  Color of pencil lead w/ copper.  Objs. STREAK in 1 sec.,11/2/1999,39.0991667,-76.8486111
10/25/2011 06:50,accokeek (on hwy 210),md,us,light,15,15 seconds,ball of light flew over vehicle at treetop level and vanished,12/12/2011,38.6675,-77.0286111
10/25/2013 10:00,elkton,md,us,other,1800,30+ minutes,Object in Elkton sky with flashing orange lights&#44 just floating/hovering. Looked like a planets or star but def not.,11/11/2013,39.6066667,-75.8336111
10/25/2013 20:00,baltimore,md,us,formation,600,10 minutes,Baltimore MD BWI a formation of more than 20 orange lights strung across the eastern horizon at a elevation of 35 degrees,11/11/2013,39.2902778,-76.6125
10/25/2013 20:27,ellicott city,md,us,circle,120,2 minutes,((NUFORC Note:  Witness provides no information; remains totally anonymous.  PD)),11/11/2013,39.2672222,-76.7986111
10/26/2001 05:00,potomac,md,us,light,60,one minute,STEADY RED LIGHT GOING EAST TO WEST,11/20/2001,39.0180556,-77.2088889
10/26/2013 09:45,colton&#39s point,md,NA,circle,600,10 minutes,7 blue circles spotted by 4 people.,11/11/2013,38.224444,-76.753333
10/26/2013 19:00,brunswick,md,us,triangle,180,3 minutes,Saw weirrd 3 lighted triangle craft aprox 7:00 pm over Brunswick Maryland last night.. Was driving&#33 Looked like it was compied by civil,11/11/2013,39.3141667,-77.6280556
10/27/2002 00:15,stevensville,md,us,light,3600,1 hour +/-,Bright stationary lights,11/4/2002,38.9805556,-76.3147222
10/27/2010 23:20,mt. savage,md,us,oval,3600,1 hour,changing shades of green and blue.  kind o moving in a circular motion.  ((NUFORC Note:  Twinkling stars??  PD)),11/21/2010,39.6955556,-78.88
10/28/2000 21:30,laurel,md,us,circle,360,6 minutes,PLEASE IF ANYONE SAW THIS PLEASE CONTACT MR DAVENPORT&#33&#33&#33&#33  The time was 9:30 PM in Laurel Md.  There is a lot of air traffic here&#44 so y,12/2/2000,39.0991667,-76.8486111
10/28/2003 01:00,pasadena,md,us,unknown,7200,2 hours,I was starting to doze off durring the david letterman show. i was awaken by a repetitive sound kinda resembling a phone of the hook bu,10/31/2003,39.1072222,-76.5713889
10/28/2011 00:00,laurel,md,us,circle,600,10 minutes,round object above the trees,12/12/2011,39.0991667,-76.8486111
10/28/2011 04:00,baltimore,md,us,light,7200,120 min.,On video,12/12/2011,39.2902778,-76.6125
10/29/1999 21:30,ocean city,md,us,light,300,3-5 minutes,my wife and i saw 3 lighted objects in the sky. the objects initially were a continuous bright light&#44 and then a pulsating soft light.,11/2/1999,38.3363889,-75.0852778
10/29/2013 00:30,eastport,md,us,circle,5400,90 minutes,4 weeks&#44 observed round object in sky with mostly bright white but has flashing red and green lights.  ((NUFORC Note:  Sirius??  PD)),11/11/2013,38.9713889,-76.4786111
10/30/2005 00:00,preston,md,us,diamond,900,15 min,Diamond shaped  silent &#44 low flying craft  sighted near preston.   Anyone else see it?,11/3/2005,38.7125,-75.9102778
10/30/2005 21:30,silver spring,md,us,triangle,1500,25 minutes,solid triangle with white lights and no sound hovered and glided,2/1/2007,38.9905556,-77.0263889
10/30/2011 16:00,laurel,md,us,light,3,1 - 3 seconds,white light traveling fast,12/12/2011,39.0991667,-76.8486111
10/31/1990 18:30,friendship,md,us,disk,60,30seconds to 1 minute,I saw a saucer shaped&#44 somewhat transparent object moving through the air very slowly about 200 feet from my house for about 1 minute.,6/18/2003,38.7366667,-76.5897222
10/31/2000 19:30,riverdale,md,us,diamond,20,20 seconds,Halloween UFO&#33,1/17/2004,39.0991667,-76.5361111
10/31/2005 14:00,baltimore,md,us,cylinder,10,10 seconds,bright shiny silver cylinder shaped object  2 pm&#44 irratic flying,11/3/2005,39.2902778,-76.6125
10/31/2005 19:00,clarksville,md,us,other,5,5 seconds,White ball shaped bright object whizzing across the holloween sky,11/3/2005,39.2063889,-76.9433333
10/31/2005 20:30,greensboro,md,us,fireball,60,2 x 1 minute,At about 8:30 EST  on 10/31/05 Something lit up the sky and fell towards Earth as a fireball with a long firery trail behind it,11/3/2005,38.9736111,-75.8052778
10/31/2005 21:30,poolesville/dickerson,md,NA,fireball,30,30 seconds,White fireball over rural Northwestern Montgomery County.,2/24/2007,39.220256,-77.424284
10/31/2012 19:20,annapolis,md,us,triangle,120,2 minutes,Three blue slow blinking lights surrounding what appeared to be a very large wing appeared around 7:20pm in Annapolis&#44 MD&#44 the sky was,11/4/2012,38.9783333,-76.4925
10/3/2003 02:00,baltimore,md,us,disk,30,30 seconds,i dont know what it was but i saw something it wasnt any form of aircraft  that ive ever sen,10/31/2003,39.2902778,-76.6125
10/3/2013 01:30,baltimore (city line),md,us,light,25,25 seconds,On the evening of September 3rd&#44 I was smoking a cigarette on my deck looking up at the westerly sky. This is a nightly routine for me,11/11/2013,39.2902778,-76.6125
10/4/2000 18:10,severn,md,us,disk,120,1or 2mins,An orange and white disc stopped and hoverd about 3 or 4 minutes near my backyard.,12/2/2000,39.1369444,-76.6986111
10/4/2012 22:30,baltimore city,md,NA,disk,900,10-15 minutes,It never moved erratically or faster than the normal plane but the flickering of the beams of light is what made this object peculiar.,10/30/2012,39.290385,-76.612189
10/4/2013 19:00,westminister,md,us,unknown,480,8 minutes,I did take a picture with my phone&#44 could have been a meteor.,10/14/2013,39.6472222,-75.9688889
10/5/2011 06:00,la plata,md,us,unknown,300,5 min,red firey appearence on bottom dark on top moving slowly over rt 301 then hovers still in sky.,12/12/2011,38.5291667,-76.9755556
10/5/2012 22:30,rockville,md,us,other,1800,20-30 minutes,blue falling object&#44 followed by 2 white lights and aircrafts searching Rockville&#44MD,10/30/2012,39.0838889,-77.1530556
10/6/2003 20:12,annapolis,md,us,triangle,120,2 minutes,A black triangle near the Naval Academy moved silently and would hover.,10/17/2003,38.9783333,-76.4925
10/6/2004 13:02,greenbelt,md,us,changing,240,~ four minutes,Daylight spherical object projects vertical electrical blue column to four times its diameter downward while over NASA Goddard SFC..,10/27/2004,39.0044444,-76.8758333
10/6/2011 17:45,frederick,md,us,sphere,1500,20-25 minutes,I saw a Golden Sphere hovering a couple miles out&#44 possibly over Camp David.  ((NUFORC Note:  Weather balloon??  PD)),10/10/2011,39.4141667,-77.4108333
10/7/1999 22:00,elkton,md,us,unknown,2700,45min.,up to 9 aircraft&#443 apearing out of no where and up to 6 flying by the other 3,10/19/1999,39.6066667,-75.8336111
10/7/2008 20:30,baltimore,md,us,changing,14400,3-4 hours,At about 8:30 on Tuesday&#44 October 10&#44 I looked out the third story window of my dorm room and saw a really bright white light that had,10/31/2008,39.2902778,-76.6125
10/8/1999 21:30,bel air,md,us,triangle,600,10 minutes,At a high school football game&#44 Large triangle shaped object performed maneuvers at extremly slow speeds low to the ground&#44 over the Be,2/16/2000,39.5358333,-76.3486111
10/8/2003 19:00,rising sun,md,us,other,600,10 min.,A cluster of lights&#44 then suddenly a head light moving slowly and lower.  No landing gear rounded shape. No sound.,10/31/2003,39.6977778,-76.0630556
10/8/2003 19:30,kennedyville,md,us,changing,3600,1 hour,seemed to be practicing formations,10/15/2003,39.3052778,-75.9952778
10/8/2003 19:30,kennedyville,md,us,light,3600,about an hour,Mr. Davenport&#44 I reported a sighting that occurred on 10/8/03.You commented on the ufocenter website that you think that I may have,11/8/2003,39.3052778,-75.9952778
10/8/2003 20:23,bel air,md,us,light,7,7 seconds,Great  speed of lights,10/15/2003,39.5358333,-76.3486111
10/8/2011 21:00,gaithersburg,md,us,sphere,3600,1 hour,Shimmering object in northern sky of Montgomery County Maryland,10/10/2011,39.1433333,-77.2016667
1/10/2003 10:00,princess anne,md,us,other,420,5-7 min,PULSATING LIGHTS  OVER PR. ANNE..MD,11/3/2005,38.2027778,-75.6927778
1/10/2008 23:00,laurel,md,us,light,60,about one minute,two lights followed by flashes on highway,1/21/2008,39.0991667,-76.8486111
1/10/2010 11:30,hancock,md,us,sphere,120,2 minutes,Photo taken of silver colored sphere in Western Maryland.,2/14/2010,39.6988889,-78.18
1/10/2012 17:50,savage,md,us,oval,15,15 seconds,Very large circular object moving VERY slowly with orange lights covering the whole of the ship,1/12/2012,39.1377778,-76.8241667
11/11/2011 20:45,cumberland,md,us,other,21600,evening,Yellowish with red lights,12/12/2011,39.6527778,-78.7627778
11/1/2001 21:00,gaithersburg,md,us,cigar,180,three minutes,Blue Light/Cigar shaped craft/Euphoria?,11/3/2005,39.1433333,-77.2016667
11/1/2002 21:00,columbia,md,us,triangle,60,1 minute,Triangle shaped structure with lining the perimeter.,10/8/2007,39.2402778,-76.8397222
1/11/2004 03:28,west river,md,NA,egg,120,two min.,It was the size of large star&#44 egg shapped moving up&#44 down&#44zigzaging sideways and glowing a yellowish amber,1/17/2004,39.063658,-77.298777
1/11/2004 09:38,west river,md,NA,circle,60,1min,The sighting was of a small round white object&#44 darting in out of the light pink clouds.,1/17/2004,39.063658,-77.298777
1/11/2005 13:50,bel air,md,us,other,120,2 min.,Roundish&#44 dark gray thing moving in a steady&#44 sraight line just above the trees and not moving very fast.,1/27/2005,39.5358333,-76.3486111
11/1/2010 22:00,chestertown,md,us,light,5,5 seconds,Light makes two 90 degree turns at high rate of speed.,7/4/2012,39.2088889,-76.0669444
1/11/2014 19:55,chesapeake city,md,us,circle,300,5 minutes,Many white circular activity light above the clouds as if playing a game of tag.,1/16/2014,39.5308333,-75.8077778
11/15/1965 21:00,colmar manor,md,us,NA,300,5 minutes,The moon took up the entire skyline&#33,2/23/2011,38.9330556,-76.9461111
11/15/1995 23:00,north east,md,us,oval,600,10 minutes,UFO hovers right above a rural house and field,3/16/2001,39.6,-75.9416667
11/15/2000 07:00,cambridge,md,us,light,120,2 minutes,A bright orb like craft flying low over Maryland.,8/5/2001,38.5630556,-76.0791667
11/15/2003 21:00,salisbury,md,us,diamond,10,10 seconds,Sighting of a huge&#44 diamond shape UFO in Maryland.,11/26/2003,38.3605556,-75.5997222
11/15/2005 20:30,salisbury,md,us,oval,900,10-15 mins,Five oval white and blue lights zooming (first in patterns then straight patterns)in the cloudy sky at dusk.,12/16/2005,38.3605556,-75.5997222
11/15/2012 20:00,gaithersburg,md,us,changing,1200,20 minutes,4 Huge lights like spotlights reflecting across the clouds in a very strange pattern.  ((NUFORC Note:  Advertising lights.  PD)),11/19/2012,39.1433333,-77.2016667
11/15/2012 20:00,gaithersburg,md,us,circle,900,15 minutes+,The four circles were moving in succession.  ((NUFORC Note:  Probably an advertising lights.  PD)),11/19/2012,39.1433333,-77.2016667
11/15/2013 16:00,oxon hill,md,us,unknown,900,15 minutes,Didnt anyone else see the slow moving black object gliding over the DMV?????,12/2/2013,38.8033333,-76.99
11/16/1996 21:30,silver spring,md,us,triangle,45,45 seconds,Triangular Craft Flies Through Boyfirend&#39s Neighborhood.,6/3/2003,38.9905556,-77.0263889
11/16/1996 23:15,frostburg,md,us,NA,5,5 sec.,Man sees a bright yellow&#44 round ball of light w/ green tail stretching from hor. to hor. go slowly from NE to SE in W sky. Clear sky.,11/2/1999,39.6580556,-78.9286111
11/16/1999 19:10,joppatowne,md,us,light,4,4 seconds,traveling northeast in a car. i observered 3 objects&#44 best described as dots&#44 flew across the sky. they traveled one behind the other.,11/17/1999,39.4577778,-76.3555556
11/16/2004 22:00,ellicott city,md,us,cigar,240,one hour,Too slow to be a plane&#44 too fast to be a star and stayed within a small radius&#44 and want to know if there are other reports.,12/3/2004,39.2672222,-76.7986111
11/16/2008 14:20,annapolis,md,us,disk,180,2-3 minutes,Four silver objects in shifting formation over the Eastern Shore,1/10/2009,38.9783333,-76.4925
11/17/2010 00:24,middle river,md,us,disk,360,6 minutes,I saw a ufo behind my neighbors house on the ground.,11/21/2010,39.3341667,-76.4397222
11/17/2012 00:37,hagerstown,md,us,light,2,2 seconds,Very illuminous light moving very fast blinked twice then gone.,11/19/2012,39.6416667,-77.7202778
11/17/2013 18:00,upper marlboro,md,us,fireball,300,<5 minutes,Orange sets of lights seen over Maryland,11/20/2013,38.8158333,-76.75
11/18/2001 04:00,baltimore,md,us,cigar,60,1 minute,Long&#44 transparent object moving sideways across sky.,12/5/2001,39.2902778,-76.6125
11/18/2001 04:00,perryville,md,us,unknown,30,30 seconds,Faint Object Stealth looking,11/20/2001,39.56,-76.0716667
11/18/2001 04:45,annapolis,md,us,triangle,10,5-10 seconds,I saw luminous triangles&#44 flying in formation during the Leonid meteor shower,11/20/2001,38.9783333,-76.4925
11/18/2006 21:20,frederick,md,us,light,5,5 seconds,Looking to the west at 45 degrees above the horizon a bright white light disappears,12/7/2006,39.4141667,-77.4108333
11/18/2007 00:47,chevy chase,md,us,light,900,15 min.,A bright&#44 non-blinking light moved slowy across the sky&#44 then stopped for several minutes before disappearing,11/28/2007,38.9711111,-77.0766667
11/18/2010 20:30,waldorf,md,us,light,NA,1/2 second,one small white ball of light&#44 without a tail flashed through the sky for just 1/2 of a second then disappeared,11/21/2010,38.6244444,-76.9394444
11/18/2013 17:00,crofton,md,NA,oval,120,2 minutes,Metallic object seen in blue sky&#44 then seemed to de-materialize/fade into backround of blue sky,11/20/2013,39.001777,-76.687467
11/18/2013 17:59,waldorf,md,us,fireball,240,4 minutes,Orange orb seen by a woman in the horizon in Waldorf&#44 MD,11/20/2013,38.6244444,-76.9394444
11/18/2013 22:00,baltimore,md,us,sphere,180,3 minutes,Very bright sphere in sky&#44 thought it was planet but had one blinking light.,11/20/2013,39.2902778,-76.6125
11/19/2002 05:20,baltimore,md,us,formation,10,5 to 10 seconds,not sure if i observed one object or 10 in some kind of formation.,11/20/2002,39.2902778,-76.6125
11/19/2002 05:20,baltimore,md,us,formation,30,30 seconds,all i can say is i saw a formation of about 8 to 12 objects go overhead,11/20/2002,39.2902778,-76.6125
11/19/2010 19:00,berlin (assateague island),md,us,triangle,1200,20 minutes,Three stationary lights in triangular pattern,1/5/2011,38.3225,-75.2180556
11/19/2013 20:20,kensington,md,us,fireball,30,30 seconds,An orange fireball moved in the sky near Washington&#44 D.C.&#44 turned direction and &quot;burned out.&quot;,11/20/2013,39.0255556,-77.0766667
1/1/1968 23:00,wheaton,md,us,circle,60,1 minute,Woke up by loud noise&#44 parents said to come out and see the object. i was 9 or so at time. i remember red sphere hovering in one place,11/11/2013,39.0397222,-77.0555556
1/1/2011 00:00,joppatowne,md,us,fireball,90,1:30,Silent Red Light of New Years,1/5/2011,39.4577778,-76.3555556
1/1/2012 00:00,sykesville,md,us,circle,3600,1 hour,Weird orange/red balloon lights on New Year&#39s Eve in Syskesville,3/13/2012,39.3736111,-76.9680556
1/1/2012 00:15,sykesville,md,us,circle,300,5 minutes,Three glowing red lights moving slowly over Sykesville&#44 MD.,1/12/2012,39.3736111,-76.9680556
1/1/2012 00:30,bowie,md,us,light,300,3-5 minutes,Orange/pinkish lights seen by 6 people seen in Bowie&#44 MD,1/12/2012,39.0066667,-76.7794444
1/1/2012 12:03,elkton,md,us,diamond,240,4 minutes,((HOAX??))  Abduction.,1/12/2012,39.6066667,-75.8336111
1/1/2013 00:05,sykesville,md,us,formation,900,15 minutes,3 Orange colored objects in formation over Sykesville&#44 Maryland New Year&#39s Eve 2012,2/4/2013,39.3736111,-76.9680556
11/20/1993 03:30,elkton,md,us,triangle,1800,30 minutes,I was in my deer stand when i seen a light it came down wright over top of me.A beam of light came out when it left it was allmost day,4/1/2000,39.6066667,-75.8336111
11/20/2001 23:00,bel air,md,us,circle,2,seconds,Round turquise&#44 blue white disc hopping across the sky like a skipping stone.,12/5/2001,39.5358333,-76.3486111
11/20/2003 21:00,arbutus,md,us,triangle,3600,over an hour,triangular flashing lights,11/26/2003,39.2544444,-76.7002778
11/20/2005 22:30,bethesda,md,us,light,10800,more than 3 hours,I saw a moving lighting object in the sky from 9th floor balcony in Bethesda Maryland.  ((NUFORC Note:  Advertising light??  PD)),12/16/2005,38.9805556,-77.1005556
11/20/2012 17:00,keedysville,md,us,circle,120,2 minutes,Large circular object low to ground blinking colorful lights. Then zoomed off out of sight within a sec.,12/20/2012,39.4861111,-77.7
11/2/2008 02:15,abingdon,md,us,fireball,300,5 minutes,I saw above the tree lines (not that far above) what looked to be like a shooting star/meteorite race across the sky. However it was lo,1/10/2009,39.4622222,-76.2794444
11/2/2011 22:30,hyattsville,md,us,light,300,5 minutes,While sitting in my car I saw to round lights that looked like the headlights from a automobile&#44 then the two became one.,12/12/2011,38.9558333,-76.9458333
11/2/2013 22:30,columbia,md,us,light,2,2 seconds,Bright Green Light Shoots Across The Sky.,11/11/2013,39.2402778,-76.8397222
11/22/2013 00:00,damascus,md,us,changing,1200,20 minutes,Sighted 2 bar shaped brightly lighted objects that changed shape.,12/2/2013,39.2883333,-77.2041667
11/22/2013 16:45,cecil co. (northeast md),md,NA,oval,2,a few seconds,Brilliant blue flattened oval&#44 small&#44 about tree-top level.,12/2/2013,39.57394,-75.946324
11/23/1986 05:45,new windsor,md,us,triangle,60,a little over a minute,I was hunting with my Dad on a farm near our house.  It was before dawn&#44 and I was sitting by a tree&#44 bored and looking up at the sky.,1/11/2002,39.5419444,-77.1083333
11/23/1995 01:00,gaithersberg,md,NA,formation,75,15sec-1min,November&#44 1995 sighting of a red &quot;V&quot; formation followed by a wavy string of greenish lights.,1/11/2005,39.143441,-77.20137
11/23/2005 19:00,princess anne,md,us,formation,15,10-15  seconds,ORANGE GLOWING LIGHT FORMATION DARTS OUT OF SIGHT,12/16/2005,38.2027778,-75.6927778
11/23/2010 19:30,columbia,md,us,cylinder,60,1 minute,cylinder shaped object with moving lights,1/5/2011,39.2402778,-76.8397222
11/24/1997 02:00,salisbury,md,us,oval,120,2 minuets,Bright lights coming up over the trees. See little tiny oval yellowesh glowing thing.  It would get bright then dim&#44 then bright than d,1/28/1999,38.3605556,-75.5997222
11/24/1997 02:00,salisbury,md,us,oval,120,2 minutes,A gold ovalish shaped craft hovering just over the tree line&#44 varrying in intensity of light&#44 no sound.,1/28/1999,38.3605556,-75.5997222
11/24/2005 21:00,centreville,md,us,light,90,several hours,red lights&#44 soundless&#44 hover or move with blistering speed.,12/16/2005,39.0416667,-76.0666667
11/24/2013 18:24,hyattsville,md,us,circle,10800,3 hours,White cirlce of light with red lights in the sky for 3 hours&#44 Way to big to be a star as the other stars in the sky were barley visible,12/2/2013,38.9558333,-76.9458333
11/25/2008 19:15,knoxville,md,us,teardrop,5,3-5 seconds,I looked up to see  teardrop shaped light &#44 back dropped by a mountain&#44 as it shot towards the ground at a 45 degree angle.,1/10/2009,39.3269444,-77.6644444
11/26/2001 21:10,kensington,md,us,light,600,:20-:30,We saw a light moving soundlessly in an erratic pattern and at varying speeds.,12/5/2001,39.0255556,-77.0766667
11/27/2010 23:30,ocean city,md,us,triangle,60,01min,UFO over Ocean City&#44 Maryland,1/31/2011,38.3363889,-75.0852778
11/27/2011 18:00,huntingtown,md,us,triangle,1200,20 minutes,Triangle shape black object bigger than commercial jet. 3 round bright lights 1 on each corner&#44 red light in center.,12/12/2011,38.6158333,-76.6133333
